DATE,SP500_Price,NASDAQComposite_Price,SP500_Return,NASDAQComposite_Return,Yield_Spread,VIX,VXN
17/06/2004,1132.05,1983.67,-0.133297454,-0.731312433,3.43,15.15,21.33
18/06/2004,1135.02,1986.73,0.262012351,0.154140671,3.43,14.99,20.02
21/06/2004,1130.3,1974.38,-0.416718771,-0.623564608,3.37,15.26,19.73
22/06/2004,1134.41,1994.15,0.362960778,0.996346937,3.4,14.31,19.29
23/06/2004,1144.06,2020.98,0.847064715,1.336464789,3.42,13.98,18.98
24/06/2004,1140.65,2015.57,-0.298506378,-0.268050847,3.37,14.81,19.36
25/06/2004,1134.43,2025.47,-0.546795321,0.489973859,3.35,15.19,18.96
28/06/2004,1133.35,2019.82,-0.095247342,-0.279337386,3.38,16.07,20.59
29/06/2004,1136.2,2034.93,0.251151241,0.745302174,3.32,15.47,20.15
30/06/2004,1140.84,2047.79,0.407547204,0.629974259,3.29,14.34,19.37
01/07/2004,1128.94,2015.55,-1.04856938,-1.586905185,3.35,15.2,20.06
02/07/2004,1125.38,2006.66,-0.315838298,-0.442046262,3.18,15.08,19.89
05/07/2004,1125.38,2006.66,0,0,3.18,15.08,19.89
06/07/2004,1116.21,1963.43,-0.81817381,-2.177870461,3.15,16.25,22.11
07/07/2004,1118.33,1966.08,0.189748283,0.134876888,3.2,15.81,22.26
08/07/2004,1109.11,1935.32,-0.827860922,-1.576902517,3.22,16.2,22.68
09/07/2004,1112.81,1946.33,0.333045602,0.567286052,3.21,15.78,22.35
12/07/2004,1114.35,1936.92,0.138292736,-0.484646542,3.12,14.96,21.73
13/07/2004,1115.14,1931.66,0.070868228,-0.271934572,3.16,14.46,21.42
14/07/2004,1111.47,1914.88,-0.329649406,-0.872477938,3.16,13.76,21.64
15/07/2004,1106.69,1912.71,-0.430988513,-0.113387287,3.15,14.71,21.68
16/07/2004,1101.39,1883.15,-0.480055992,-1.557517799,3.03,14.34,20.94
19/07/2004,1100.9,1883.83,-0.044499136,0.036103192,3.03,15.17,22.21
20/07/2004,1108.67,1917.07,0.703307162,1.749104025,3.11,14.17,20.91
21/07/2004,1093.88,1874.37,-1.343008994,-2.252537582,3.15,16.41,22.15
22/07/2004,1096.84,1889.06,0.270230956,0.780674789,3.11,15.75,22.44
23/07/2004,1086.2,1849.09,-0.974795171,-2.138572467,3.07,16.5,23.91
26/07/2004,1084.07,1839.02,-0.196289004,-0.546080514,3.04,17.3,25.29
27/07/2004,1094.83,1869.1,0.98766235,1.622421055,3.16,16.55,24.31
28/07/2004,1095.42,1858.26,0.05387513,-0.581646557,3.15,16.15,24.87
29/07/2004,1100.43,1881.06,0.456316114,1.219488172,3.15,15.68,23.99
30/07/2004,1101.72,1887.36,0.117158245,0.334357947,3.05,15.32,23.31
02/08/2004,1106.62,1892.09,0.443772973,0.2503011,2.98,15.37,24.13
03/08/2004,1099.69,1859.42,-0.628200279,-1.741742707,2.97,16.03,25.08
04/08/2004,1098.63,1855.06,-0.096437287,-0.234757059,2.96,16.21,25.05
05/08/2004,1080.7,1821.63,-1.645496971,-1.818533588,2.95,18.32,26.19
06/08/2004,1063.97,1776.89,-1.560178429,-2.48670595,2.8,19.34,27.45
09/08/2004,1065.22,1774.64,0.117415556,-0.126705972,2.77,18.89,27.45
10/08/2004,1079.04,1808.7,1.289040635,1.901076973,2.82,17.47,26.52
11/08/2004,1075.79,1782.42,-0.301648155,-1.463636367,2.86,18.04,26.96
12/08/2004,1063.23,1752.49,-1.174383068,-1.693435774,2.84,19.08,28.28
13/08/2004,1064.8,1757.22,0.147554338,0.269538102,2.78,17.98,27.46
16/08/2004,1079.34,1782.84,1.356275512,1.447458366,2.77,17.57,26.72
17/08/2004,1081.71,1795.25,0.21933791,0.693668955,2.73,17.02,25.55
18/08/2004,1095.17,1831.37,1.236648004,1.992003264,2.74,16.23,24.17
19/08/2004,1091.23,1819.89,-0.360410196,-0.628826094,2.74,16.96,23.91
20/08/2004,1098.35,1838.02,0.650355328,0.991284557,2.75,16,23.06
23/08/2004,1095.68,1838.7,-0.243387859,0.036989491,2.74,15.88,22.54
24/08/2004,1096.19,1836.89,0.046535607,-0.098487598,2.74,15.33,21.97
25/08/2004,1104.96,1860.72,0.796860405,1.28895854,2.72,14.98,21.41
26/08/2004,1105.09,1852.92,0.01176444,-0.420073646,2.67,14.91,21.6
27/08/2004,1107.77,1862.09,0.242220593,0.493673967,2.67,14.71,21.27
30/08/2004,1099.15,1836.49,-0.781183173,-1.384337169,2.58,15.44,23.14
31/08/2004,1104.24,1838.1,0.462016171,0.08762883,2.54,15.29,22.92
01/09/2004,1105.91,1850.41,0.151120993,0.667480674,2.55,14.91,22.65
02/09/2004,1118.31,1873.43,1.115009169,1.236373917,2.6,14.28,21.62
03/09/2004,1113.63,1844.48,-0.419366727,-1.557358038,2.65,13.91,21.06
06/09/2004,1113.63,1844.48,0,0,2.65,13.91,21.06
07/09/2004,1121.3,1858.56,0.686377659,0.760459939,2.6,14.07,21.44
08/09/2004,1116.27,1850.64,-0.44959563,-0.427046912,2.53,14.06,21.28
09/09/2004,1118.38,1869.65,0.188843947,1.021972236,2.58,14.01,20.58
10/09/2004,1123.92,1894.31,0.494136491,1.310340856,2.53,13.76,20.58
13/09/2004,1125.82,1910.38,0.168908447,0.844751902,2.5,13.17,19.14
14/09/2004,1128.33,1915.4,0.222700445,0.262430296,2.49,13.56,19.49
15/09/2004,1120.37,1896.52,-0.707967559,-0.990585027,2.51,14.64,20.3
16/09/2004,1123.5,1904.08,0.278982475,0.397832446,2.41,14.39,19.92
17/09/2004,1128.55,1910.09,0.448481025,0.315140907,2.43,14.03,20.13
20/09/2004,1122.2,1908.07,-0.564257856,-0.105810138,2.34,14.43,20.56
21/09/2004,1129.3,1921.18,0.630692741,0.684732061,2.33,13.66,20.3
22/09/2004,1113.56,1885.71,-1.403588133,-1.863517279,2.29,14.74,21.06
23/09/2004,1108.36,1886.43,-0.468064511,0.038174618,2.3,14.8,21.17
24/09/2004,1110.11,1879.48,0.157766421,-0.369101114,2.31,14.28,21.1
27/09/2004,1103.52,1859.88,-0.595403881,-1.048317332,2.27,14.62,21.92
28/09/2004,1110.06,1869.87,0.590899722,0.535694022,2.3,13.83,21.36
29/09/2004,1114.8,1893.94,0.426094871,1.279040554,2.38,13.21,20.67
30/09/2004,1114.58,1896.84,-0.019736429,0.153002842,2.43,13.34,20.48
01/10/2004,1131.5,1942.2,1.506653376,2.363200748,2.5,12.75,18.91
04/10/2004,1135.17,1952.4,0.323823336,0.523803385,2.48,13.41,19.61
05/10/2004,1134.48,1955.5,-0.060802328,0.158653018,2.47,13.95,20.02
06/10/2004,1142.05,1971.03,0.665049694,0.791033354,2.52,13.28,19.77
07/10/2004,1130.65,1948.52,-1.003220453,-1.148613871,2.56,14.5,20.59
08/10/2004,1122.14,1919.97,-0.755511209,-1.476054913,2.44,15.05,20.69
11/10/2004,1124.39,1928.76,0.200308988,0.456774847,2.44,14.71,20.05
12/10/2004,1121.84,1925.17,-0.227047194,-0.186303386,2.4,15.05,20.93
13/10/2004,1113.65,1920.53,-0.732728542,-0.241308591,2.37,15.42,22.13
14/10/2004,1103.29,1903.02,-0.934628399,-0.915909163,2.29,16.43,22.3
15/10/2004,1108.2,1911.5,0.444045243,0.444617617,2.31,15.04,21.8
18/10/2004,1114.02,1936.52,0.523801721,1.300427368,2.26,14.71,20.72
19/10/2004,1103.23,1922.9,-0.973285392,-0.705808466,2.25,15.13,20.84
20/10/2004,1103.66,1932.97,0.038968866,0.522321701,2.19,14.85,20.65
21/10/2004,1106.49,1953.62,0.256091355,1.062638164,2.16,14.54,20.36
22/10/2004,1095.74,1915.14,-0.976290886,-1.989333482,2.15,15.28,21.36
25/10/2004,1094.8,1914.04,-0.085823592,-0.057453556,2.09,16.58,22.7
26/10/2004,1111.09,1928.79,1.476981729,0.767667185,2.1,16.39,22.47
27/10/2004,1125.4,1969.99,1.279701254,2.113560329,2.19,15.72,21.52
28/10/2004,1127.44,1975.74,0.181104788,0.291454513,2.18,15.39,21.25
29/10/2004,1130.2,1974.99,0.244503231,-0.037967667,2.14,16.27,21.9
01/11/2004,1130.51,1979.87,0.027425013,0.246785094,2.12,16.27,22.61
02/11/2004,1130.56,1984.79,0.004422685,0.248192911,2.13,16.18,22.97
03/11/2004,1143.2,2004.33,1.111826244,0.979672523,2.13,14.04,20.82
04/11/2004,1161.67,2023.63,1.602727735,0.958308807,2.12,13.97,20.16
05/11/2004,1166.17,2038.94,0.386624992,0.753713658,2.18,13.84,19.47
08/11/2004,1164.89,2039.25,-0.109821294,0.015202823,2.15,13.8,19.22
09/11/2004,1164.08,2043.33,-0.069558649,0.199873676,2.14,13.61,19.19
10/11/2004,1162.91,2034.56,-0.1005591,-0.430125066,2.17,13.08,19.41
11/11/2004,1173.48,2061.27,0.904820866,1.304271839,2.17,13.04,18.92
12/11/2004,1184.17,2085.34,0.906841411,1.160961381,2.12,13.33,18.82
15/11/2004,1183.81,2094.09,-0.030405662,0.418717997,2.08,13.38,18.5
16/11/2004,1175.43,2078.62,-0.710401251,-0.741487948,2.07,13.21,18.6
17/11/2004,1181.94,2099.68,0.552311818,1.008074018,2.01,13.21,18.5
18/11/2004,1183.55,2104.28,0.136124038,0.21884137,1.99,12.98,18.79
19/11/2004,1170.34,2070.63,-1.122409177,-1.612045707,2.05,13.5,19.72
22/11/2004,1177.24,2085.19,0.587841085,0.70070694,1.98,12.97,18.77
23/11/2004,1176.94,2084.28,-0.025486581,-0.043650633,2,12.67,18.43
24/11/2004,1181.76,2102.54,0.408700276,0.872266578,2.02,12.72,17.88
25/11/2004,1181.76,2102.54,0,0,2.02,12.72,17.88
26/11/2004,1182.65,2101.97,0.075283055,-0.027113742,2.03,12.79,17.94
29/11/2004,1178.57,2106.87,-0.345584406,0.232843359,2.11,13.3,18.83
30/11/2004,1173.82,2096.81,-0.403845149,-0.478629163,2.13,13.24,18.84
01/12/2004,1191.37,2138.23,1.484051776,1.95612418,2.16,12.97,18.24
02/12/2004,1190.33,2143.57,-0.087332583,0.24942794,2.18,12.98,18.64
03/12/2004,1191.17,2147.96,0.070543778,0.204589111,2.06,12.96,18.26
06/12/2004,1190.25,2151.25,-0.077264829,0.153051404,1.99,13.19,19.53
07/12/2004,1177.07,2114.66,-1.113506935,-1.715502547,1.98,13.67,20.28
08/12/2004,1182.81,2126.11,0.486466373,0.539997586,1.9,13.19,20.01
09/12/2004,1189.24,2129.01,0.542148416,0.1363064,1.95,12.88,19.84
10/12/2004,1188,2128.07,-0.104322669,-0.044161727,1.91,12.76,19.57
13/12/2004,1198.68,2148.5,0.894973041,0.955445856,1.92,12.54,18.78
14/12/2004,1203.38,2159.84,0.391331274,0.526422065,1.93,12.73,18.58
15/12/2004,1205.72,2162.55,0.194263479,0.125393607,1.88,12.35,18.77
16/12/2004,1203.21,2146.15,-0.208391353,-0.761254169,1.99,12.27,18.6
17/12/2004,1194.2,2135.2,-0.751648022,-0.511522014,2.01,11.95,18.21
20/12/2004,1194.65,2127.85,0.037675032,-0.344823884,1.99,11.83,18.21
21/12/2004,1205.45,2150.91,0.899968576,1.077892813,1.98,11.55,16.94
22/12/2004,1209.57,2157.03,0.341198334,0.284126711,2.03,11.45,17.15
23/12/2004,1210.13,2160.62,0.046286731,0.166294203,2.04,11.23,16.8
24/12/2004,1210.13,2160.62,0,0,2.04,11.23,16.8
27/12/2004,1204.92,2154.22,-0.431461716,-0.296650847,2.04,12.14,18.33
28/12/2004,1213.54,2177.19,0.712853345,1.060634543,2.06,12,17.79
29/12/2004,1213.45,2177,-0.007416594,-0.008727226,2.11,11.62,17.72
30/12/2004,1213.55,2178.34,0.008240626,0.061533659,2.05,12.56,17.94
31/12/2004,1211.92,2175.44,-0.13440696,-0.133217592,2.02,13.29,18.58
03/01/2005,1202.08,2152.15,-0.815248923,-1.076360046,1.91,14.08,19.5
04/01/2005,1188.05,2107.86,-1.174008204,-2.079412766,1.96,13.98,20.06
05/01/2005,1183.74,2091.24,-0.363438984,-0.791602333,1.96,14.09,20.18
06/01/2005,1187.89,2090,0.349970631,-0.05931255,1.98,13.58,20.13
07/01/2005,1186.19,2088.61,-0.143213396,-0.066529303,1.97,13.49,19.15
10/01/2005,1190.25,2097.04,0.341687899,0.402805366,1.93,13.23,19.61
11/01/2005,1182.99,2079.62,-0.611823722,-0.834164189,1.92,13.19,19.67
12/01/2005,1187.7,2092.53,0.397353192,0.618867548,1.91,12.56,19.28
13/01/2005,1177.45,2070.56,-0.866758064,-1.055475811,1.85,12.84,19.09
14/01/2005,1184.52,2087.91,0.598654607,0.834446355,1.86,12.43,18.57
17/01/2005,1184.52,2087.91,0,0,1.86,12.43,18.57
18/01/2005,1195.98,2106.04,0.962830374,0.864584124,1.82,12.47,18.75
19/01/2005,1184.63,2073.59,-0.953544344,-1.552800225,1.83,13.18,19.24
20/01/2005,1175.41,2045.88,-0.781346664,-1.345338985,1.82,13.83,19.5
21/01/2005,1167.87,2034.27,-0.643544606,-0.56909826,1.8,14.36,19.37
24/01/2005,1163.75,2008.7,-0.353402723,-1.264928552,1.77,14.65,19.87
25/01/2005,1168.41,2019.95,0.39963006,0.558501197,1.81,14.06,19.52
26/01/2005,1174.07,2046.09,0.483249463,1.28578962,1.8,13.44,18.92
27/01/2005,1174.55,2047.15,0.040875068,0.051792713,1.78,13.24,18.58
28/01/2005,1171.36,2035.83,-0.27196286,-0.554498381,1.7,13.24,18.58
31/01/2005,1181.27,2062.41,0.842466398,1.297160376,1.63,12.82,18.43
01/02/2005,1189.41,2068.7,0.686725496,0.304518876,1.64,12.03,17.76
02/02/2005,1193.19,2075.06,0.317300694,0.306967826,1.64,11.66,17.3
03/02/2005,1189.89,2057.64,-0.276952692,-0.843037393,1.7,11.79,17.36
04/02/2005,1203.03,2086.66,1.098250846,1.400500655,1.62,11.21,16.92
07/02/2005,1201.72,2082.03,-0.108951045,-0.222132224,1.56,11.73,17.56
08/02/2005,1202.3,2086.68,0.048252511,0.223090689,1.56,11.6,17.6
09/02/2005,1191.99,2052.55,-0.861220965,-1.649136362,1.49,12,18.24
10/02/2005,1197.01,2053.1,0.420260141,0.026792347,1.56,11.51,17.92
11/02/2005,1205.3,2076.66,0.690171785,1.14099878,1.55,11.43,17.19
14/02/2005,1206.14,2082.91,0.069667919,0.300512058,1.49,11.52,17.68
15/02/2005,1210.12,2089.21,0.329435044,0.302004966,1.51,11.27,17.56
16/02/2005,1210.34,2087.43,0.018178363,-0.085235984,1.59,11.1,17.41
17/02/2005,1200.75,2061.34,-0.795495031,-1.257738748,1.61,11.77,17.53
18/02/2005,1201.59,2058.62,0.069931819,-0.132040136,1.66,11.18,17.87
21/02/2005,1201.59,2058.62,0,0,1.66,11.18,17.87
22/02/2005,1184.16,2030.32,-1.461201729,-1.384243931,1.62,13.14,19
23/02/2005,1190.8,2031.25,0.559168769,0.0457951,1.6,12.39,18.44
24/02/2005,1200.2,2051.7,0.786285941,1.001735069,1.6,11.57,17.61
25/02/2005,1211.37,2065.4,0.926374095,0.665519447,1.53,11.49,17.34
28/02/2005,1203.6,2051.72,-0.643488475,-0.66454465,1.6,12.08,18.07
01/03/2005,1210.41,2071.25,0.564207942,0.9473824,1.63,12.04,17.78
02/03/2005,1210.08,2067.5,-0.027267206,-0.181214184,1.64,12.5,18.2
03/03/2005,1210.47,2058.4,0.032224082,-0.441116593,1.63,12.93,18.76
04/03/2005,1222.12,2070.61,0.957834166,0.591426787,1.56,11.94,18.13
07/03/2005,1225.31,2090.21,0.260681761,0.942128954,1.55,12.26,17.73
08/03/2005,1219.43,2073.55,-0.481033675,-0.800242517,1.63,12.4,17.86
09/03/2005,1207.01,2061.29,-1.023730937,-0.593011383,1.76,12.7,17.8
10/03/2005,1209.25,2059.72,0.185410564,-0.076194917,1.73,12.49,17.88
11/03/2005,1200.08,2041.6,-0.761211148,-0.883623706,1.8,12.8,18.57
14/03/2005,1206.83,2051.04,0.560886589,0.461316741,1.72,12.39,18.35
15/03/2005,1197.75,2034.98,-0.755229034,-0.786099075,1.73,13.15,18.68
16/03/2005,1188.07,2015.75,-0.811465502,-0.949465625,1.72,13.49,19.01
17/03/2005,1190.21,2016.42,0.179962038,0.033232726,1.68,13.29,18.46
18/03/2005,1189.65,2007.79,-0.047061593,-0.428904716,1.7,13.14,17.88
21/03/2005,1183.78,2007.51,-0.494643783,-0.013946654,1.68,13.61,17.83
22/03/2005,1171.71,1989.34,-1.024848812,-0.909222271,1.74,14.27,18.03
23/03/2005,1172.53,1990.22,0.06995871,0.044225996,1.78,14.06,17.68
24/03/2005,1171.42,1991.06,-0.094711925,0.042197485,1.76,13.42,17.15
25/03/2005,1171.42,1991.06,0,0,1.76,13.42,17.15
28/03/2005,1174.28,1992.52,0.243850571,0.073300903,1.8,13.75,17.74
29/03/2005,1165.36,1973.88,-0.762514166,-0.939902038,1.76,14.49,17.99
30/03/2005,1181.41,2005.67,1.367858823,1.597702064,1.73,13.64,17.36
31/03/2005,1180.59,1999.23,-0.069432687,-0.32160631,1.71,14.02,17.65
01/04/2005,1172.92,1984.81,-0.651794737,-0.723891475,1.66,14.09,17.61
04/04/2005,1176.12,1991.07,0.272451893,0.3148991,1.67,14.11,18.07
05/04/2005,1181.39,1999.32,0.447082623,0.413494007,1.69,13.68,17.67
06/04/2005,1184.07,1999.14,0.226594501,-0.009003466,1.68,13.15,17.35
07/04/2005,1191.14,2018.79,0.595317541,0.978123395,1.72,12.33,16.67
08/04/2005,1181.2,1999.35,-0.837996086,-0.96761943,1.71,12.62,16.96
11/04/2005,1181.21,1992.12,0.000846593,-0.362272942,1.69,11.98,16.9
12/04/2005,1187.76,2005.4,0.552984351,0.66441438,1.62,11.3,16.24
13/04/2005,1173.79,1974.37,-1.183135056,-1.559418198,1.61,13.31,16.07
14/04/2005,1162.05,1946.71,-1.0052143,-1.410859193,1.59,14.53,18.01
15/04/2005,1142.62,1908.15,-1.686181567,-2.000658191,1.48,17.74,21.85
18/04/2005,1145.98,1912.92,0.293629504,0.249668416,1.37,16.56,21.38
19/04/2005,1152.78,1932.36,0.591625036,1.011118338,1.3,14.96,19.11
20/04/2005,1137.5,1913.76,-1.334354465,-0.967216052,1.35,16.92,20.23
21/04/2005,1159.95,1962.41,1.95440289,2.510341643,1.44,14.41,18.52
22/04/2005,1152.12,1932.19,-0.677317723,-1.551923511,1.33,15.38,19.04
25/04/2005,1162.1,1950.78,0.862498973,0.957521796,1.33,14.62,18.58
26/04/2005,1151.83,1927.44,-0.887673131,-1.203659503,1.37,14.91,18.68
27/04/2005,1156.38,1930.43,0.394245402,0.155007846,1.36,14.87,18.76
28/04/2005,1143.22,1904.18,-1.144559372,-1.369130631,1.31,16.86,20.13
29/04/2005,1156.85,1921.65,1.185195194,0.913272227,1.31,15.31,18.54
02/05/2005,1162.16,1928.65,0.457954841,0.363608431,1.28,15.12,20.8
03/05/2005,1161.17,1933.07,-0.085222509,0.228913641,1.3,14.53,20.14
04/05/2005,1175.65,1962.23,1.239306864,1.497216888,1.33,13.85,18.32
05/05/2005,1172.63,1961.8,-0.257209674,-0.021916244,1.38,13.98,18.12
06/05/2005,1171.35,1967.35,-0.10921596,0.282504037,1.41,14.05,17.58
09/05/2005,1178.84,1979.67,0.637397432,0.624270463,1.38,13.75,18.37
10/05/2005,1166.22,1962.77,-1.076315474,-0.857342332,1.33,14.91,18.11
11/05/2005,1171.11,1971.55,0.418426763,0.446329458,1.34,14.45,17.87
12/05/2005,1159.36,1963.88,-1.008388829,-0.389792714,1.3,16.12,18.81
13/05/2005,1154.05,1976.78,-0.459063402,0.654715001,1.29,16.32,18.41
16/05/2005,1165.69,1994.43,1.003569167,0.888903695,1.24,15.68,18.77
17/05/2005,1173.8,2004.15,0.693316277,0.486173549,1.24,14.57,18.28
18/05/2005,1185.56,2030.65,0.996888766,1.313590813,1.21,13.63,17.55
19/05/2005,1191.08,2042.58,0.464522176,0.585777583,1.24,13.32,16.95
20/05/2005,1189.28,2046.42,-0.151237657,0.187821038,1.23,13.14,15.88
23/05/2005,1193.86,2056.65,0.384367317,0.498652043,1.1,12.95,16.04
24/05/2005,1194.07,2061.62,0.017588455,0.241363602,1.1,12.69,15.84
25/05/2005,1190.01,2050.12,-0.340592927,-0.559375349,1.13,12.58,15.62
26/05/2005,1197.62,2071.24,0.63745436,1.024913372,1.14,12.24,15
27/05/2005,1198.78,2075.73,0.096811892,0.21654373,1.11,12.15,15.15
30/05/2005,1198.78,2075.73,0,0,1.11,12.15,15.15
31/05/2005,1191.5,2068.22,-0.609135541,-0.362456508,1.01,13.29,16.08
01/06/2005,1202.22,2087.86,0.895683009,0.9451284,0.94,12.36,15.87
02/06/2005,1204.29,2097.8,0.172033402,0.474955858,0.92,11.84,14.95
03/06/2005,1196.02,2071.43,-0.689080387,-1.264998652,0.97,12.15,15.59
06/06/2005,1197.51,2075.76,0.12450232,0.208816166,0.94,12.28,15.74
07/06/2005,1197.26,2067.16,-0.020878832,-0.415166711,0.9,12.39,15.61
08/06/2005,1194.67,2060.18,-0.216561606,-0.338232695,0.93,12.7,15.8
09/06/2005,1200.93,2076.91,0.522626002,0.80878546,0.99,12.08,15.27
10/06/2005,1198.11,2063,-0.235094146,-0.671997814,1.04,11.96,15.87
13/06/2005,1200.82,2068.96,0.225934158,0.288483148,1.06,11.65,15.74
14/06/2005,1203.91,2069.04,0.25699365,0.003866602,1.12,11.79,15.75
15/06/2005,1206.58,2074.92,0.221531812,0.283786713,1.12,11.46,15.45
16/06/2005,1210.96,2089.15,0.362352209,0.683468597,1.11,11.15,14.97
17/06/2005,1216.96,2090.11,0.494251229,0.045941148,1.1,11.48,14.63
20/06/2005,1216.1,2088.13,-0.070692875,-0.094776755,1.09,11.47,14.7
21/06/2005,1213.61,2091.07,-0.204962804,0.140696807,1.04,11.08,13.43
22/06/2005,1213.88,2092.03,0.0222452,0.045898975,0.92,11.05,14.04
23/06/2005,1200.73,2070.66,-1.08921358,-1.026748941,0.89,12.13,15.07
24/06/2005,1191.57,2053.27,-0.765793986,-0.843375279,0.83,12.18,15.3
27/06/2005,1190.69,2045.2,-0.073879429,-0.393806002,0.75,12.52,15.73
28/06/2005,1201.57,2069.89,0.909606399,1.199988154,0.83,11.58,14.84
29/06/2005,1199.85,2068.89,-0.143248602,-0.04832342,0.86,11.77,14.46
30/06/2005,1191.33,2056.96,-0.71262189,-0.578306688,0.81,12.04,14.46
01/07/2005,1194.44,2057.37,0.260712622,0.019930341,0.89,11.4,14.27
04/07/2005,1194.44,2057.37,0,0,0.89,11.4,14.27
05/07/2005,1204.99,2078.75,0.879381185,1.033828343,0.89,11.68,14.5
06/07/2005,1194.94,2068.65,-0.837529324,-0.487053092,0.89,12.27,14.77
07/07/2005,1197.87,2075.66,0.24490047,0.338295479,0.9,12.49,15.14
08/07/2005,1211.86,2112.88,1.161138981,1.777277033,0.94,11.45,13.8
11/07/2005,1219.44,2135.43,0.623536755,1.061608582,0.92,11.28,13.57
12/07/2005,1222.21,2143.15,0.226895844,0.360867782,0.94,10.95,14.77
13/07/2005,1223.29,2144.11,0.088325502,0.044783849,0.95,10.84,14.88
14/07/2005,1226.5,2152.82,0.262063429,0.405406275,0.96,10.81,14.21
15/07/2005,1227.92,2156.78,0.115709631,0.183775808,0.92,10.33,13.34
18/07/2005,1221.13,2144.87,-0.554502146,-0.553742421,0.92,10.77,13.81
19/07/2005,1229.35,2173.18,0.670891485,1.311258815,0.89,10.45,13.06
20/07/2005,1235.2,2188.57,0.474732587,0.705682988,0.87,10.23,12.89
21/07/2005,1227.04,2178.6,-0.662813525,-0.456589385,0.93,10.97,13.47
22/07/2005,1233.68,2179.74,0.539680753,0.052313497,0.85,10.52,12.95
25/07/2005,1229.03,2166.74,-0.377633219,-0.598186982,0.81,11.1,13.58
26/07/2005,1231.16,2175.99,0.173157401,0.425999958,0.81,10.99,13.56
27/07/2005,1236.79,2186.22,0.456249905,0.469029173,0.87,10.36,12.76
28/07/2005,1243.72,2198.44,0.558757516,0.55739928,0.79,10.52,12.61
29/07/2005,1234.18,2184.83,-0.770010665,-0.620999561,0.86,11.57,13.87
01/08/2005,1235.35,2195.38,0.094754879,0.481712996,0.84,12.08,14.38
02/08/2005,1244.12,2218.15,0.707412195,1.031836286,0.85,11.75,13.95
03/08/2005,1245.04,2216.81,0.073920523,-0.060428957,0.84,11.83,13.72
04/08/2005,1235.86,2191.32,-0.74005739,-1.156512358,0.85,12.52,14.94
05/08/2005,1226.42,2177.91,-0.766772768,-0.613840064,0.88,12.48,15.4
08/08/2005,1223.13,2164.39,-0.268620929,-0.622713479,0.88,13.21,15.95
09/08/2005,1231.38,2174.19,0.672234464,0.451761483,0.89,12.4,15.25
10/08/2005,1229.13,2157.81,-0.182888964,-0.756236291,0.89,12.38,15.67
11/08/2005,1237.81,2174.55,0.70370871,0.772792811,0.81,12.42,15.73
12/08/2005,1230.39,2156.9,-0.601249684,-0.814974094,0.72,12.74,15.63
15/08/2005,1233.87,2167.04,0.282437918,0.469017544,0.73,12.26,15.07
16/08/2005,1219.34,2137.06,-1.184584272,-1.39311284,0.69,13.52,16.2
17/08/2005,1220.24,2145.15,0.073783196,0.377842732,0.76,13.3,15.57
18/08/2005,1219.02,2136.08,-0.100030345,-0.423710642,0.71,13.42,15.29
19/08/2005,1219.71,2135.56,0.056586832,-0.024346621,0.69,13.42,16.16
22/08/2005,1221.73,2141.41,0.16547615,0.27355832,0.69,13.42,15.94
23/08/2005,1217.59,2137.25,-0.339439186,-0.194453465,0.67,13.34,15.57
24/08/2005,1209.59,2128.91,-0.6592036,-0.390984427,0.66,14.17,15.43
25/08/2005,1212.37,2134.37,0.229566237,0.256140952,0.64,13.73,15.35
26/08/2005,1205.1,2120.77,-0.601457054,-0.639229088,0.65,13.72,15.37
29/08/2005,1212.28,2137.65,0.594033302,0.792786452,0.66,13.52,15.3
30/08/2005,1208.41,2129.76,-0.319743817,-0.369779749,0.62,13.65,15.36
31/08/2005,1220.33,2152.09,0.981586807,1.043016567,0.5,12.6,14.71
01/09/2005,1221.59,2147.9,0.103197493,-0.194884236,0.54,13.15,15.07
02/09/2005,1218.02,2141.07,-0.292669939,-0.318491655,0.57,13.57,15.67
05/09/2005,1218.02,2141.07,0,0,0.57,13.57,15.67
06/09/2005,1233.39,2166.86,1.253988636,1.197341095,0.57,12.93,14.89
07/09/2005,1236.36,2172.03,0.240510289,0.238309911,0.66,12.52,14.9
08/09/2005,1231.67,2166.03,-0.380060667,-0.276621523,0.67,12.93,14.7
09/09/2005,1241.48,2175.51,0.79332442,0.436712091,0.65,11.98,14.27
12/09/2005,1240.56,2182.83,-0.074132572,0.335908024,0.67,11.65,15.16
13/09/2005,1231.2,2171.75,-0.757358703,-0.508890589,0.67,12.39,14.97
14/09/2005,1227.16,2149.33,-0.328674697,-1.037712849,0.75,12.91,15.57
15/09/2005,1227.73,2146.15,0.046437927,-0.148062642,0.77,12.49,15.76
16/09/2005,1237.91,2160.35,0.825753788,0.659470636,0.76,11.22,14.58
19/09/2005,1231.02,2145.26,-0.55813797,-0.700948845,0.67,12.14,14.69
20/09/2005,1221.34,2131.33,-0.789447738,-0.651455915,0.65,12.64,15.17
21/09/2005,1210.2,2106.64,-0.916298144,-1.165193682,0.78,13.79,15.85
22/09/2005,1214.62,2110.78,0.364563547,0.196328624,0.72,13.33,15.3
23/09/2005,1215.29,2116.84,0.055146077,0.286686322,0.77,12.96,15.16
26/09/2005,1215.63,2121.46,0.027972949,0.218012025,0.78,13.04,14.82
27/09/2005,1215.66,2116.42,0.002467826,-0.237854889,0.81,12.76,14.39
28/09/2005,1216.89,2115.4,0.101128454,-0.04820621,0.8,12.63,14.35
